SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX,trial_set_description
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.3558,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,ADRENAL GLANDS,0.08,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02899,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,SPLEEN,0.565,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.15073,%,31,M,Dose group 3
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,THYMUS,0.343,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.24657,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,SPLEEN,0.488,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03436,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,ADRENAL GLANDS,0.068,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23596,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,UTERUS,0.467,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.07124,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,OVARIES,0.141,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.6816,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,KIDNEYS,1.349,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.7358,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1733,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37945,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,HEART,0.751,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.86248,%,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,BRAIN,1.707,g,31,F,Dose group 2
T105000-6,T105000-6-0069,,,,WEIGHT,Weight,LIVER,9.373,g,31,F,Dose group 2
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,BRAIN,2.059,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1869,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,HEART,0.806,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30371,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,LIVER,10.911,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1114,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,KIDNEYS,1.906,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.71821,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,TESTES,3.146,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1855,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,EPIDIDYMIDES,0.954,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.35948,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,PROSTATE GLAND,0.395,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.14884,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,SEMINAL VESICLES,0.972,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.36626,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,ADRENAL GLANDS,0.048,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01809,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,SPLEEN,0.529,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19934,%,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,WEIGHT,Weight,THYMUS,0.496,g,29,M,Dose group 1
T105000-6,T105000-6-0017,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.77586,%,29,M,Dose group 1
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,BRAIN,1.952,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.70343,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,HEART,0.945,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34054,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,LIVER,10.952,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9467,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,KIDNEYS,2.329,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.83928,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,TESTES,3.346,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.2058,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,EPIDIDYMIDES,1.042,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.3755,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,PROSTATE GLAND,0.702,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.25297,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,SEMINAL VESICLES,0.983,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.35424,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,ADRENAL GLANDS,0.067,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02414,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,SPLEEN,0.543,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19568,%,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,WEIGHT,Weight,THYMUS,0.453,g,29,M,Dose group 2
T105000-6,T105000-6-0023,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16324,%,29,M,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,BRAIN,2.007,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.11504,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,HEART,0.789,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37818,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,LIVER,10.064,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.8238,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,KIDNEYS,1.92,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.92029,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,OVARIES,0.162,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.07765,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,UTERUS,0.484,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23199,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,ADRENAL GLANDS,0.064,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03068,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,SPLEEN,0.465,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22288,%,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,WEIGHT,Weight,THYMUS,0.24,g,30,F,Dose group 2
T105000-6,T105000-6-0061,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.96199,%,30,F,Dose group 2
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,BRAIN,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,HEART,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,LIVER,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,THYMUS,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,UTERUS,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,ADRENAL GLANDS,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,SPLEEN,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,OVARIES,,,,F,Dose group 3
T105000-6,T105000-6-0080,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,KIDNEYS,,,,F,Dose group 3
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,BRAIN,1.85,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18007,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,THYMUS,0.376,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18869,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,SPLEEN,0.394,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04023,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,ADRENAL GLANDS,0.084,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.27729,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,UTERUS,0.579,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.11973,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,OVARIES,0.25,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.72028,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,KIDNEYS,1.504,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8159,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,LIVER,7.968,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.88598,%,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,WEIGHT,Weight,HEART,0.83,g,30,F,Dose group 1
T105000-6,T105000-6-0059,,,,OWBW,Organ to Body Weight Ratio,HEART,0.39749,%,30,F,Dose group 1
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,KIDNEYS,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,LIVER,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,HEART,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,BRAIN,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,OVARIES,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,THYMUS,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,SPLEEN,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,ADRENAL GLANDS,,,,F,Dose group 3
T105000-6,T105000-6-0074,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,UTERUS,,,,F,Dose group 3
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,BRAIN,2.001,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16432,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,HEART,0.981,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35505,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,LIVER,12.312,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.4561,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,KIDNEYS,2.054,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.7434,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,TESTES,3.175,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1491,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,EPIDIDYMIDES,1.041,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.37677,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,PROSTATE GLAND,0.971,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.35143,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,SEMINAL VESICLES,1.075,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.38907,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,ADRENAL GLANDS,0.066,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02389,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,SPLEEN,0.569,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20594,%,29,M,Control
T105000-6,T105000-6-0002,,,,WEIGHT,Weight,THYMUS,0.454,g,29,M,Control
T105000-6,T105000-6-0002,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.72422,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,THYMUS,0.521,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21218,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,BRAIN,2.147,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.70959,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,HEART,1.113,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,HEART,0.36785,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,LIVER,12.413,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1025,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,KIDNEYS,2.305,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.7618,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,TESTES,3.605,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1915,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,EPIDIDYMIDES,1.022,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.33777,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,PROSTATE GLAND,0.526,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.17384,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,SEMINAL VESICLES,1.065,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.35198,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,ADRENAL GLANDS,0.049,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01619,%,29,M,Control
T105000-6,T105000-6-0003,,,,WEIGHT,Weight,SPLEEN,0.642,g,29,M,Control
T105000-6,T105000-6-0003,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17219,%,29,M,Control
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,THYMUS,0.49,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19768,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,BRAIN,2.105,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.63336,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,HEART,1.053,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31683,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,LIVER,13.633,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.102,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,KIDNEYS,2.543,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.76515,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,TESTES,3.709,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.116,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,EPIDIDYMIDES,1.101,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.33128,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,PROSTATE GLAND,0.502,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.15104,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,SEMINAL VESICLES,1.4,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.42124,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,ADRENAL GLANDS,0.062,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01865,%,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,WEIGHT,Weight,SPLEEN,0.657,g,29,M,Dose group 2
T105000-6,T105000-6-0022,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14743,%,29,M,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.71993,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,OVARIES,0.128,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.83432,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,HEART,0.625,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30423,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,LIVER,8.704,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.2368,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,KIDNEYS,1.479,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16696,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,THYMUS,0.343,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21953,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,SPLEEN,0.451,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03067,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,ADRENAL GLANDS,0.063,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23803,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,UTERUS,0.489,g,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06231,%,30,F,Dose group 2
T105000-6,T105000-6-0068,,,,WEIGHT,Weight,BRAIN,1.714,g,30,F,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,BRAIN,2.048,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.20829,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,HEART,0.983,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31022,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,LIVER,14.023,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.4254,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,KIDNEYS,2.222,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.70123,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,TESTES,3.644,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.15,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,EPIDIDYMIDES,1.055,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.33294,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,PROSTATE GLAND,0.334,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.10541,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,SEMINAL VESICLES,1.32,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.41657,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,ADRENAL GLANDS,0.05,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01578,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,SPLEEN,0.697,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21996,%,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,WEIGHT,Weight,THYMUS,0.66,g,29,M,Dose group 2
T105000-6,T105000-6-0026,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.64632,%,29,M,Dose group 2
T105000-6,T105000-6-0070,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35924,%,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,WEIGHT,Weight,HEART,0.748,g,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16233,%,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,WEIGHT,Weight,THYMUS,0.338,g,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20988,%,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,WEIGHT,Weight,SPLEEN,0.437,g,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.0293,%,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,WEIGHT,Weight,ADRENAL GLANDS,0.061,g,31,F,Dose group 2
T105000-6,T105000-6-0070,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.26943,%,31,F,Dose group 2
