"","USUBJID","SPREFID","DOSDUR","ROUTE","LBTESTCD","LBCAT","LBORRES","LBORRESU","LBDY","LBMETHOD","LBSPEC","SEX","INITBW","SPECIES","STRAIN","TRTV","START_YEAR","AGE","AGEU","anesthetics"
"1255","Study-16-0009","Study-16","4 week","ORAL","BW_D1","",208,"g",1,"","","M",208,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1256","Study-16-0009","Study-16","4 week","ORAL","RBC","HEMATOLOGY",8.82,"T/l",28,"iBroker:ERY","PLASMA","M",208,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1257","Study-16-0009","Study-16","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",28,"iBroker:Na","SERUM","M",208,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1258","Study-16-0009","Study-16","4 week","ORAL","BW_D28","",284,"g",28,"","","M",208,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1259","Study-16-0010","Study-16","4 week","ORAL","BW_D14","",274,"g",14,"","","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1260","Study-16-0010","Study-16","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",146,"mmol/l",28,"iBroker:Na","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1261","Study-16-0010","Study-16","4 week","ORAL","RBC","HEMATOLOGY",9.06,"T/l",28,"iBroker:ERY","PLASMA","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1262","Study-16-0010","Study-16","4 week","ORAL","K","CLINICAL CHEMISTRY",5.6,"mmol/l",28,"iBroker:K","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1263","Study-16-0010","Study-16","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",1.9,"mmol/l",28,"iBroker:P","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1264","Study-16-0010","Study-16","4 week","ORAL","BW_D28","",295,"g",28,"","","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1265","Study-16-0010","Study-16","4 week","ORAL","BW_D1","",216,"g",1,"","","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1266","Study-16-0010","Study-16","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.62,"mmol/l",28,"iBroker:Ca","SERUM","M",216,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1267","Study-17-0001","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.46,"T/l",28,"iBroker:ERY","PLASMA","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1268","Study-17-0001","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.31,"mmol/l",28,"iBroker:P","SERUM","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1269","Study-17-0001","Study-17","4 week","ORAL GAVAGE","BW_D28","",299,"g",28,"","","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1270","Study-17-0001","Study-17","4 week","ORAL GAVAGE","BW_D14","",262,"g",14,"","","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1271","Study-17-0001","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",28,"iBroker:Na","SERUM","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1272","Study-17-0001","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.51,"mmol/l",28,"iBroker:Ca","SERUM","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1273","Study-17-0001","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.3,"mmol/l",28,"iBroker:K","SERUM","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1274","Study-17-0001","Study-17","4 week","ORAL GAVAGE","BW_D1","",183,"g",1,"","","M",183,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1275","Study-17-0002","Study-17","4 week","ORAL GAVAGE","BW_D1","",173,"g",1,"","","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1276","Study-17-0002","Study-17","4 week","ORAL GAVAGE","BW_D14","",251,"g",14,"","","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1277","Study-17-0002","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1278","Study-17-0002","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",5.1,"mmol/l",28,"iBroker:K","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1279","Study-17-0002","Study-17","4 week","ORAL GAVAGE","BW_D28","",289,"g",28,"","","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1280","Study-17-0002","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.33,"T/l",28,"iBroker:ERY","PLASMA","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1281","Study-17-0002","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.42,"mmol/l",28,"iBroker:Ca","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1282","Study-17-0002","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.17,"mmol/l",28,"iBroker:P","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1283","Study-17-0003","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.51,"mmol/l",28,"iBroker:Ca","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1284","Study-17-0003","Study-17","4 week","ORAL GAVAGE","BW_D28","",277,"g",28,"","","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1285","Study-17-0003","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.24,"T/l",28,"iBroker:ERY","PLASMA","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1286","Study-17-0003","Study-17","4 week","ORAL GAVAGE","BW_D14","",250,"g",14,"","","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1287","Study-17-0003","Study-17","4 week","ORAL GAVAGE","BW_D1","",174,"g",1,"","","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1288","Study-17-0003","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2,"mmol/l",28,"iBroker:P","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1289","Study-17-0003","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",5.4,"mmol/l",28,"iBroker:K","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1290","Study-17-0003","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1291","Study-17-0004","Study-17","4 week","ORAL GAVAGE","BW_D1","",178,"g",1,"","","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1292","Study-17-0004","Study-17","4 week","ORAL GAVAGE","BW_D14","",265,"g",14,"","","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1293","Study-17-0004","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.56,"mmol/l",28,"iBroker:Ca","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1294","Study-17-0004","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.08,"mmol/l",28,"iBroker:P","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1295","Study-17-0004","Study-17","4 week","ORAL GAVAGE","BW_D28","",312,"g",28,"","","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1296","Study-17-0004","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",5,"mmol/l",28,"iBroker:K","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1297","Study-17-0004","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.15,"T/l",28,"iBroker:ERY","PLASMA","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1298","Study-17-0004","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1299","Study-17-0005","Study-17","4 week","ORAL GAVAGE","BW_D28","",306,"g",28,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1300","Study-17-0005","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.64,"mmol/l",28,"iBroker:Ca","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1301","Study-17-0005","Study-17","4 week","ORAL GAVAGE","BW_D1","",186,"g",1,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1302","Study-17-0005","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",142,"mmol/l",28,"iBroker:Na","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1303","Study-17-0005","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.4,"mmol/l",28,"iBroker:K","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1304","Study-17-0005","Study-17","4 week","ORAL GAVAGE","BW_D14","",268,"g",14,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1305","Study-17-0005","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",1.98,"mmol/l",28,"iBroker:P","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1306","Study-17-0005","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.42,"T/l",28,"iBroker:ERY","PLASMA","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1307","Study-17-0006","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1308","Study-17-0006","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.67,"T/l",28,"iBroker:ERY","PLASMA","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1309","Study-17-0006","Study-17","4 week","ORAL GAVAGE","BW_D28","",297,"g",28,"","","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1310","Study-17-0006","Study-17","4 week","ORAL GAVAGE","BW_D14","",265,"g",14,"","","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1311","Study-17-0006","Study-17","4 week","ORAL GAVAGE","BW_D1","",193,"g",1,"","","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1312","Study-17-0006","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.7,"mmol/l",28,"iBroker:K","SERUM","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1313","Study-17-0006","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.6,"mmol/l",28,"iBroker:Ca","SERUM","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1314","Study-17-0006","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.11,"mmol/l",28,"iBroker:P","SERUM","M",193,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1315","Study-17-0007","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1316","Study-17-0007","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.58,"mmol/l",28,"iBroker:Ca","SERUM","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1317","Study-17-0007","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",9.06,"T/l",28,"iBroker:ERY","PLASMA","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1318","Study-17-0007","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.9,"mmol/l",28,"iBroker:K","SERUM","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1319","Study-17-0007","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",1.86,"mmol/l",28,"iBroker:P","SERUM","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1320","Study-17-0007","Study-17","4 week","ORAL GAVAGE","BW_D14","",255,"g",14,"","","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1321","Study-17-0007","Study-17","4 week","ORAL GAVAGE","BW_D1","",180,"g",1,"","","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1322","Study-17-0007","Study-17","4 week","ORAL GAVAGE","BW_D28","",278,"g",28,"","","M",180,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1323","Study-17-0008","Study-17","4 week","ORAL GAVAGE","BW_D28","",294,"g",28,"","","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1324","Study-17-0008","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.47,"T/l",28,"iBroker:ERY","PLASMA","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1325","Study-17-0008","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",28,"iBroker:Na","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1326","Study-17-0008","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.38,"mmol/l",28,"iBroker:P","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1327","Study-17-0008","Study-17","4 week","ORAL GAVAGE","BW_D1","",173,"g",1,"","","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1328","Study-17-0008","Study-17","4 week","ORAL GAVAGE","BW_D14","",257,"g",14,"","","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1329","Study-17-0008","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.58,"mmol/l",28,"iBroker:Ca","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1330","Study-17-0008","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.5,"mmol/l",28,"iBroker:K","SERUM","M",173,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1331","Study-17-0009","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.54,"mmol/l",28,"iBroker:Ca","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1332","Study-17-0009","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",7.41,"T/l",28,"iBroker:ERY","PLASMA","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1333","Study-17-0009","Study-17","4 week","ORAL GAVAGE","BW_D1","",186,"g",1,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1334","Study-17-0009","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.01,"mmol/l",28,"iBroker:P","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1335","Study-17-0009","Study-17","4 week","ORAL GAVAGE","BW_D28","",321,"g",28,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1336","Study-17-0009","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1337","Study-17-0009","Study-17","4 week","ORAL GAVAGE","BW_D14","",278,"g",14,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1338","Study-17-0009","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.4,"mmol/l",28,"iBroker:K","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1339","Study-17-0010","Study-17","4 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",28,"iBroker:Na","SERUM","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1340","Study-17-0010","Study-17","4 week","ORAL GAVAGE","BW_D28","",287,"g",28,"","","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1341","Study-17-0010","Study-17","4 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",4.6,"mmol/l",28,"iBroker:K","SERUM","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1342","Study-17-0010","Study-17","4 week","ORAL GAVAGE","BW_D14","",248,"g",14,"","","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1343","Study-17-0010","Study-17","4 week","ORAL GAVAGE","BW_D1","",184,"g",1,"","","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1344","Study-17-0010","Study-17","4 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.56,"mmol/l",28,"iBroker:Ca","SERUM","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1345","Study-17-0010","Study-17","4 week","ORAL GAVAGE","PHOS","CLINICAL CHEMISTRY",2.14,"mmol/l",28,"iBroker:P","SERUM","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1346","Study-17-0010","Study-17","4 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.36,"T/l",28,"iBroker:ERY","PLASMA","M",184,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,9,"weeks","isoflurane"
"1347","Study-18-0001","Study-18","13 week","INTRAGASTRIC","BW_D14","",243,"g",14,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1348","Study-18-0001","Study-18","13 week","INTRAGASTRIC","BW_D28","",279,"g",28,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1349","Study-18-0001","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.5,"mmol/l",30,"iBroker:K","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1350","Study-18-0001","Study-18","13 week","INTRAGASTRIC","BW_D1","",186,"g",1,"","","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1351","Study-18-0001","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.1,"T/l",30,"iBroker:ERY","PLASMA","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1352","Study-18-0001","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.99,"mmol/l",30,"iBroker:P","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1353","Study-18-0001","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.49,"mmol/l",30,"iBroker:Ca","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1354","Study-18-0001","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",146,"mmol/l",30,"iBroker:Na","SERUM","M",186,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1355","Study-18-0002","Study-18","13 week","INTRAGASTRIC","BW_D14","",249,"g",14,"","","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1356","Study-18-0002","Study-18","13 week","INTRAGASTRIC","BW_D28","",289,"g",28,"","","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1357","Study-18-0002","Study-18","13 week","INTRAGASTRIC","BW_D1","",191,"g",1,"","","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1358","Study-18-0002","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.5,"mmol/l",30,"iBroker:K","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1359","Study-18-0002","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.89,"mmol/l",30,"iBroker:P","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1360","Study-18-0002","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.25,"T/l",30,"iBroker:ERY","PLASMA","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1361","Study-18-0002","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",146,"mmol/l",30,"iBroker:Na","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1362","Study-18-0002","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.47,"mmol/l",30,"iBroker:Ca","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1363","Study-18-0003","Study-18","13 week","INTRAGASTRIC","BW_D14","",277,"g",14,"","","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1364","Study-18-0003","Study-18","13 week","INTRAGASTRIC","BW_D28","",324,"g",28,"","","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1365","Study-18-0003","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.8,"mmol/l",30,"iBroker:K","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1366","Study-18-0003","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",7.72,"T/l",30,"iBroker:ERY","PLASMA","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1367","Study-18-0003","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.52,"mmol/l",30,"iBroker:Ca","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1368","Study-18-0003","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",30,"iBroker:Na","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
