SEDTS_ID,DOSDUR,EXPSTDTC,GLPFL,GLPTYP,HOUSEGRP,ROUTE,SEXPOP,SNDCTVER,SNDIGVER,SPECIES,SPLANSUB,SPLRLOC,SPLRNAM,SPREFID,SSPONSOR,SSTYP,STCAT,STRAIN,STSTYP,TRMSAC,TRTV,TSTFLOC,DOSENDTC,DOSSTDTC,PDOSFRQ,SBSTRAIN,PLANFSUB,PLANMSUB,TOTANPCH,START_YEAR,MTHTRM
1445,182,2014-04-08,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,160,"AD Horst,Netherland",HARLAN,T101296-9,Bayer AG,,,WISTAR HAN,Oral by Gavage,P184D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1446,14,2014-04-08,N,N,SINGLE HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,41,"AD Horst,Netherland",HARLAN,T101300-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P15D"", ""P17D"")",10%ÃŸ-CYCLODEXTRININPBSPUFFER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1447,,2014-05-07,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101315-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P14D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1448,14,2014-04-15,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101319-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P13D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1449,14,2014-08-26,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101329-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P18D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1450,28,2014-05-20,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,146,"AD Horst,Netherland",HARLAN,T101352-2,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P23D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1451,28,2014-05-13,Y,Y,SINGLE HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,152,"AD Horst,Netherland",HARLAN,T101369-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,P27D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1452,14,2014-05-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T101373-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P11D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1453,91,2014-05-06,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"AD Horst,Netherland",HARLAN,T101400-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P81D"", ""P93D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1454,14,2014-05-12,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,30,"Sulzfeld,Germany",CHARLES RIVER,T101409-5,Bayer AG,REPEAT DOSE,TOX,LONG EVANS,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1455,14,2014-06-10,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"AD Horst,Netherland",HARLAN,T101444-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P11D"", ""P17D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1456,14,2014-06-16,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101477-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P16D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1457,14,2014-07-07,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101495-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,TWEEN/CAPMULMCM/WATER (5/1/94),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1458,14,2014-07-09,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T101503-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P14D"", ""P16D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1459,14,2014-07-31,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101513-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P13D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1460,28,2014-08-05,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,162,"AD Horst,Netherland",HARLAN,T101546-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P25D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1461,14,2014-07-11,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T101549-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P13D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1462,21,2014-08-26,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,120,"Sulzfeld,Germany",CHARLES RIVER,T101555-7,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral by Gavage,P24D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1463,91,2014-09-10,Y,Y,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,France,JANVIER,T101560-3,Bayer AG,REPEAT DOSE,TOX,LONG EVANS,Oral by Gavage,"c(""P91D"", ""P98D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1464,14,2014-08-18,N,N,GROUP HOUSED,DIETARY,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherland",HARLAN,T101565-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral,"c(""P15D"", ""P2D"", ""P4D"")",SSNIFFR/M-HALTUNG.MEHL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1465,14,2014-09-29,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101588-3,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P16D,CREMOPHORELP/CAPMULMCM,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1466,8,2014-09-29,N,N,SINGLE HOUSED,INHALATION,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherland",HARLAN,T101616-5,Bayer AG,INHALATION,TOX,WISTAR WU,Subacute,,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1467,182,2015-01-06,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,226,"AD Horst,Netherland",HARLAN,T101700-9,Bayer AG,,,WISTAR HAN,Oral by Gavage,P184D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1468,14,2014-10-13,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101706-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1469,14,2014-10-28,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101707-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1471,,2014-10-28,N,N,SINGLE HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,26,"AD Horst,Netherland",HARLAN,T101771-7,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,i.v. Short injection,P17D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1472,,2014-10-30,N,N,GROUP HOUSED,ORAL,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T101788-5,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P15D,PEG400,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1473,28,2014-11-11,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,178,"AD Horst,Netherland",HARLAN,T101799-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P24D"", ""P30D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1474,14,2014-12-01,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,60,"AD Horst,Netherland",HARLAN,T101822-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P15D"", ""P2D"", ""P4D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
1475,91,2015-01-27,Y,Y,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,85,"AD Horst,Netherland",HARLAN,T101859-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P86D"", ""P92D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1476,,2015-01-27,Y,Y,GROUP HOUSED,ORAL,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,CAT,16,USA,LIBERTY RESEARCH,T101880-8,Bayer AG,REPEAT DOSE,TOX,DOMESTIC,Oral,P28D,SUNFLOWEROIL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1477,91,2015-01-26,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,64,"AD Horst,Netherland",HARLAN,T101881-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P93D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1478,28,2015-02-17,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,168,"AD Horst,Netherland",HARLAN,T101904-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P28D"", ""P30D"")",KLUCEL/MYRJ/NACL(1/0.1/98.9),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1479,14,2015-03-03,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,144,"Sulzfeld,Germany",CHARLES RIVER,T101950-6,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1480,28,2015-02-24,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,76,"5961 Horst,Netherlands",HARLAN,T102006-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P25D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1481,,2015-03-10,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,160,"Sulzfeld,Germany",CHARLES RIVER,T102014-8,Bayer AG,SUBCHRONIC,Subchronic,ZUCKER,Oral by Gavage,P87D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1482,28,2015-03-17,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T102032-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,P26D,PBS,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1483,14,2015-04-24,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,45,"5961 Horst,Netherlands",HARLAN,T102042-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P15D"", ""P16D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1484,28,2015-03-31,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,96,"AD Horst,Netherland",HARLAN,T102046-3,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P29D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1485,14,2015-04-10,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherland",HARLAN,T102073-3,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/PEG400/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1486,14,2015-03-31,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,80,"AD Horst,Netherland",HARLAN,T102074-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P15D"", ""P7D"")",SMEDDS,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1487,,2015-04-21,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,146,"AD Horst,Netherland",HARLAN,T102104-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P88D"", ""P91D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1488,168,2012-01-17,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,160,"AD Horst,Netherland",HARLAN,T9082784,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P184D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1489,91,2015-08-25,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,206,"Sulzfeld,Germany",CHARLES RIVER,T102112-7,Bayer AG,REPEAT DOSE,TOX,"CD1 (outbred), Crl:CD1(Icr)",Oral by Gavage,"c(""P81D"", ""P93D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1490,28,2015-05-26,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,264,"AD Horst,Netherland",HARLAN,T102136-3,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P29D"", ""P3D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1491,28,2011-05-10,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,162,"AD Horst,Netherland",HARLAN,T9082324,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P22D"", ""P29D"")",WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1492,14,2010-11-09,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T9082108,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P16D"", ""P17D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1493,,2015-05-19,N,N,SINGLE HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,94,"Sulzfeld,Germany",CHARLES RIVER,T102148-6,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),ORAL GAVAGE,P13D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1494,28,2011-09-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,165,"AD Horst,Netherland",HARLAN,T9081992,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P23D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1495,28,2015-06-23,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,128,"AD Horst,Netherland",HARLAN,T102175-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P30D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1496,28,2015-07-06,N,N,SINGLE HOUSED,INTRAVENOUS,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,10,"CD Tilburg,Netherlands",R.C. HARTELUST B.V.,T102199-2,Bayer AG,SUBACUTE,Subacute,CYNOMOLGUS,i.v. Short injection,P8D,PLACEBO,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1497,28,2010-01-25,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,46,"Borchen,Germany",HARLAN WINKELMANN,T9081442,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1498,28,2015-07-17,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,152,France,JANVIER,T102202-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P25D"", ""P30D"")",SMEEDS,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1499,28,2015-06-30,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,30,"5961 Horst, Netherlands",HARLAN,T102205-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1500,14,2010-02-09,N,N,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"Sulzfeld,Germany",CHARLES RIVER,T9079472,Bayer AG,REPEAT DOSE,TOX,WISTAR,Implantation,P12D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1501,14,2015-07-28,N,N,SINGLE HOUSED,NASAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T102227-4,Bayer AG,REPEAT DOSE,TOX,WISTAR,Special,,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1502,14,2015-07-17,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,12,"53490 Le Genest St. Isle, France",JANVIER,T102251-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,ETHANOL/KOLHS15/WATER (40/10/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1503,,2015-07-27,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,80,"Sulzfeld,Germany",CHARLES RIVER,T102258-8,Bayer AG,SUBACUTE,Subacute,ZUCKER,Oral by Gavage,P98D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1505,11,2012-02-17,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,49,"AD Horst,Netherland",HARLAN,T8082792,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P12D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1506,56,2015-07-29,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,20,"Sulzfeld,Germany",CHARLES RIVER,T102259-9,Bayer AG,REPEAT DOSE,TOX,ZUCKER,ORAL GAVAGE,P99D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1507,14,2011-11-22,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,24,"Sulzfeld,Germany",CHARLES RIVER,T8082747,Bayer AG,REPEAT DOSE,TOX,"CD1 (outbred), Crl:CD1(Icr)",i.v. Short injection,P14D,BENIFXBUFFER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1508,91,2011-02-07,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,96,"AD Horst,Netherland",HARLAN,T8082404,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,,TYLOSE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1509,14,2015-08-18,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"Sulzfeld,Germany",CHARLES RIVER,T102270-2,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1510,28,2010-11-09,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,125,"AD Horst,Netherland",HARLAN,T8081991,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P24D"", ""P31D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
