USUBJID,STUDYID,DOSDUR,ROUTE,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,SEX,INITBW,BWORRESU,SPECIES,STRAIN,TRTV,START_YEAR,AGE,ANESTHETICS
T101546-7-0005,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.5,mmol/l,iBroker:P,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0005,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,151,mmol/l,iBroker:Na-ISE,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0005,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.55,mmol/l,iBroker:CA-FARBT,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0005,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0006,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,4.15,mmol/l,iBroker:P,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0006,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.2,mmol/l,iBroker:K-ISE,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0006,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0006,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.59,mmol/l,iBroker:CA-FARBT,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0007,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.95,mmol/l,iBroker:P,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0007,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.52,mmol/l,iBroker:CA-FARBT,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0007,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.8,mmol/l,iBroker:K-ISE,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0007,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0008,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.76,mmol/l,iBroker:CA-FARBT,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0008,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0008,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.5,mmol/l,iBroker:P,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0008,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0009,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,153,mmol/l,iBroker:Na-ISE,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0009,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.37,mmol/l,iBroker:P,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0009,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K-ISE,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0009,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.58,mmol/l,iBroker:CA-FARBT,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0010,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.66,mmol/l,iBroker:CA-FARBT,SERUM,M,185,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0010,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.64,mmol/l,iBroker:P,SERUM,M,185,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0010,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,150,mmol/l,iBroker:Na-ISE,SERUM,M,185,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0010,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.5,mmol/l,iBroker:K-ISE,SERUM,M,185,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101700-9-0001,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.27,mmol/l,iBroker:P,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0001,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0001,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.77,mmol/l,iBroker:Ca,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0001,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.1,mmol/l,iBroker:K-ISE,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0002,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.78,mmol/l,iBroker:P,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0002,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0002,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.77,mmol/l,iBroker:Ca,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0002,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6,mmol/l,iBroker:K-ISE,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0003,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.7,mmol/l,iBroker:K-ISE,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0003,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.48,mmol/l,iBroker:P,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0003,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.81,mmol/l,iBroker:Ca,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0003,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0004,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,4.8,mmol/l,iBroker:K-ISE,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0004,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.91,mmol/l,iBroker:Ca,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0004,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0004,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.62,mmol/l,iBroker:P,SERUM,M,170,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0005,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.31,mmol/l,iBroker:P,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0005,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0005,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.84,mmol/l,iBroker:Ca,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0005,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6,mmol/l,iBroker:K-ISE,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0006,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0006,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.17,mmol/l,iBroker:P,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0006,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.7,mmol/l,iBroker:K-ISE,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0006,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.87,mmol/l,iBroker:Ca,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0007,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0007,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.9,mmol/l,iBroker:K-ISE,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0007,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.12,mmol/l,iBroker:P,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0007,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.93,mmol/l,iBroker:Ca,SERUM,M,191,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0008,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K-ISE,SERUM,M,206,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0008,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.99,mmol/l,iBroker:Ca,SERUM,M,206,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0008,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.94,mmol/l,iBroker:P,SERUM,M,206,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0008,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,143,mmol/l,iBroker:Na-ISE,SERUM,M,206,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0009,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.99,mmol/l,iBroker:P,SERUM,M,195,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0009,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,195,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0009,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,195,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0009,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.85,mmol/l,iBroker:Ca,SERUM,M,195,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0010,T101700-9,26 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.78,mmol/l,iBroker:P,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0010,T101700-9,26 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.8,mmol/l,iBroker:K-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0010,T101700-9,26 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101700-9-0010,T101700-9,26 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.88,mmol/l,iBroker:Ca,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2015,7,CO2/O2
T101767-2-0001,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0001,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.73,mmol/l,iBroker:P,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0001,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.4,mmol/l,iBroker:K-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0001,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.02,mmol/l,iBroker:Ca,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0002,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,176,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0002,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.55,mmol/l,iBroker:P,SERUM,M,176,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0002,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.5,mmol/l,iBroker:K-ISE,SERUM,M,176,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0002,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.91,mmol/l,iBroker:Ca,SERUM,M,176,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0003,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na-ISE,SERUM,M,168,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0003,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.96,mmol/l,iBroker:Ca,SERUM,M,168,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0003,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.79,mmol/l,iBroker:P,SERUM,M,168,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0003,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K-ISE,SERUM,M,168,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0004,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.83,mmol/l,iBroker:P,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0004,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.96,mmol/l,iBroker:Ca,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0004,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na-ISE,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0004,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.1,mmol/l,iBroker:K-ISE,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0005,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.88,mmol/l,iBroker:Ca,SERUM,M,202,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0005,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.33,mmol/l,iBroker:P,SERUM,M,202,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0005,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na-ISE,SERUM,M,202,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0005,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,202,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0006,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6,mmol/l,iBroker:K-ISE,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0006,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0006,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.01,mmol/l,iBroker:Ca,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0006,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.65,mmol/l,iBroker:P,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0007,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.6,mmol/l,iBroker:K-ISE,SERUM,M,169,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0007,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na-ISE,SERUM,M,169,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0007,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.98,mmol/l,iBroker:Ca,SERUM,M,169,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0007,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.71,mmol/l,iBroker:P,SERUM,M,169,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0008,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.89,mmol/l,iBroker:Ca,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0008,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na-ISE,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0008,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.82,mmol/l,iBroker:P,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0008,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,200,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0009,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.94,mmol/l,iBroker:Ca,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0009,T101767-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.78,mmol/l,iBroker:P,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0009,T101767-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,4.8,mmol/l,iBroker:K-ISE,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0009,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na-ISE,SERUM,M,190,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0010,T101767-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na-ISE,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101767-2-0010,T101767-2,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.89,mmol/l,iBroker:Ca,SERUM,M,192,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
