SPREFID,USUBJID,BWORRES,BWORRESU,BWDY,trial_set_description,SEX
T105017-4,T105017-4-0093,192,g,5,Dose group 2,F
T105017-4,T105017-4-0093,198,g,14,Dose group 2,F
T105017-4,T105017-4-0093,215,g,24,Dose group 2,F
T105017-4,T105017-4-0093,183,g,1,Dose group 2,F
T105017-4,T105017-4-0093,194,g,10,Dose group 2,F
T105017-4,T105017-4-0093,209,g,19,Dose group 2,F
T105017-4,T105017-4-0093,212,g,25,Dose group 2,F
T105017-4,T105017-4-0093,193,g,6,Dose group 2,F
T105017-4,T105017-4-0093,205,g,15,Dose group 2,F
T105017-4,T105017-4-0093,186,g,2,Dose group 2,F
T105017-4,T105017-4-0093,197,g,11,Dose group 2,F
T105017-4,T105017-4-0093,215,g,26,Dose group 2,F
T105017-4,T105017-4-0112,165,g,3,Dose group 3,F
T105017-4,T105017-4-0112,169,g,7,Dose group 3,F
T105017-4,T105017-4-0112,180,g,16,Dose group 3,F
T105017-4,T105017-4-0112,180,g,20,Dose group 3,F
T105017-4,T105017-4-0112,190,g,27,Dose group 3,F
T105017-4,T105017-4-0112,176,g,12,Dose group 3,F
T105017-4,T105017-4-0112,179,g,21,Dose group 3,F
T105017-4,T105017-4-0112,175,g,17,Dose group 3,F
T105017-4,T105017-4-0112,184,g,28,Dose group 3,F
T105017-4,T105017-4-0112,171,g,8,Dose group 3,F
T105017-4,T105017-4-0112,176,g,22,Dose group 3,F
T105017-4,T105017-4-0112,167,g,4,Dose group 3,F
T105017-4,T105017-4-0112,186,g,29,Dose group 3,F
T105017-4,T105017-4-0112,155,g,-6,Dose group 3,F
T105017-4,T105017-4-0112,173,g,13,Dose group 3,F
T105017-4,T105017-4-0112,176,g,23,Dose group 3,F
T105017-4,T105017-4-0112,187,g,30,Dose group 3,F
T105017-4,T105017-4-0112,168,g,9,Dose group 3,F
T105017-4,T105017-4-0112,171,g,18,Dose group 3,F
T105017-4,T105017-4-0112,183,g,24,Dose group 3,F
T105017-4,T105017-4-0112,164,g,5,Dose group 3,F
T105017-4,T105017-4-0112,173,g,14,Dose group 3,F
T105017-4,T105017-4-0112,169,g,1,Dose group 3,F
T105017-4,T105017-4-0112,161,g,10,Dose group 3,F
T105017-4,T105017-4-0112,178,g,19,Dose group 3,F
T105017-4,T105017-4-0112,184,g,25,Dose group 3,F
T105017-4,T105017-4-0112,160,g,6,Dose group 3,F
T105017-4,T105017-4-0112,160,g,2,Dose group 3,F
T105017-4,T105017-4-0112,182,g,15,Dose group 3,F
T105017-4,T105017-4-0112,178,g,26,Dose group 3,F
T105017-4,T105017-4-0112,170,g,11,Dose group 3,F
T105017-4,T105017-4-0113,183,g,3,Dose group 3,F
T105017-4,T105017-4-0113,183,g,7,Dose group 3,F
T105017-4,T105017-4-0113,189,g,16,Dose group 3,F
T105017-4,T105017-4-0113,197,g,20,Dose group 3,F
T105017-4,T105017-4-0113,202,g,27,Dose group 3,F
T105017-4,T105017-4-0113,181,g,12,Dose group 3,F
T105017-4,T105017-4-0113,198,g,21,Dose group 3,F
T105017-4,T105017-4-0113,194,g,17,Dose group 3,F
T105017-4,T105017-4-0113,203,g,28,Dose group 3,F
T105017-4,T105017-4-0113,181,g,8,Dose group 3,F
T105017-4,T105017-4-0113,198,g,22,Dose group 3,F
T105017-4,T105017-4-0113,172,g,4,Dose group 3,F
T105017-4,T105017-4-0113,208,g,29,Dose group 3,F
T105017-4,T105017-4-0113,192,g,13,Dose group 3,F
T105017-4,T105017-4-0113,191,g,23,Dose group 3,F
T105017-4,T105017-4-0113,205,g,30,Dose group 3,F
T105017-4,T105017-4-0113,171,g,-6,Dose group 3,F
T105017-4,T105017-4-0113,185,g,9,Dose group 3,F
T105017-4,T105017-4-0113,197,g,18,Dose group 3,F
T105017-4,T105017-4-0113,197,g,24,Dose group 3,F
T105017-4,T105017-4-0113,180,g,5,Dose group 3,F
T105017-4,T105017-4-0113,194,g,14,Dose group 3,F
T105017-4,T105017-4-0113,181,g,1,Dose group 3,F
T105017-4,T105017-4-0113,187,g,10,Dose group 3,F
T105017-4,T105017-4-0113,200,g,19,Dose group 3,F
T105017-4,T105017-4-0113,200,g,25,Dose group 3,F
T105017-4,T105017-4-0113,182,g,6,Dose group 3,F
T105017-4,T105017-4-0113,182,g,2,Dose group 3,F
T105017-4,T105017-4-0113,196,g,15,Dose group 3,F
T105017-4,T105017-4-0113,202,g,26,Dose group 3,F
T105017-4,T105017-4-0113,187,g,11,Dose group 3,F
T105017-4,T105017-4-0100,174,g,7,Dose group 2,F
T105017-4,T105017-4-0100,181,g,16,Dose group 2,F
T105017-4,T105017-4-0100,183,g,20,Dose group 2,F
T105017-4,T105017-4-0100,165,g,3,Dose group 2,F
T105017-4,T105017-4-0100,205,g,27,Dose group 2,F
T105017-4,T105017-4-0100,171,g,12,Dose group 2,F
T105017-4,T105017-4-0100,197,g,21,Dose group 2,F
T105017-4,T105017-4-0100,163,g,8,Dose group 2,F
T105017-4,T105017-4-0100,197,g,28,Dose group 2,F
T105017-4,T105017-4-0100,190,g,17,Dose group 2,F
T105017-4,T105017-4-0100,156,g,4,Dose group 2,F
T105017-4,T105017-4-0100,202,g,22,Dose group 2,F
T105017-4,T105017-4-0100,184,g,13,Dose group 2,F
T105017-4,T105017-4-0100,208,g,29,Dose group 2,F
T105017-4,T105017-4-0100,152,g,-6,Dose group 2,F
T105017-4,T105017-4-0100,173,g,9,Dose group 2,F
T105017-4,T105017-4-0100,194,g,18,Dose group 2,F
T105017-4,T105017-4-0100,196,g,23,Dose group 2,F
T105017-4,T105017-4-0100,210,g,30,Dose group 2,F
T105017-4,T105017-4-0100,168,g,5,Dose group 2,F
T105017-4,T105017-4-0100,185,g,14,Dose group 2,F
T105017-4,T105017-4-0100,190,g,24,Dose group 2,F
T105017-4,T105017-4-0100,163,g,1,Dose group 2,F
T105017-4,T105017-4-0100,175,g,10,Dose group 2,F
T105017-4,T105017-4-0100,198,g,19,Dose group 2,F
T105017-4,T105017-4-0100,201,g,25,Dose group 2,F
T105017-4,T105017-4-0100,163,g,2,Dose group 2,F
T105017-4,T105017-4-0100,175,g,6,Dose group 2,F
T105017-4,T105017-4-0100,192,g,15,Dose group 2,F
T105017-4,T105017-4-0100,181,g,11,Dose group 2,F
T105017-4,T105017-4-0100,201,g,26,Dose group 2,F
T105017-4,T105017-4-0014,310,g,27,Dose group 1,M
T105017-4,T105017-4-0014,265,g,12,Dose group 1,M
T105017-4,T105017-4-0014,294,g,21,Dose group 1,M
T105017-4,T105017-4-0014,215,g,3,Dose group 1,M
T105017-4,T105017-4-0014,241,g,8,Dose group 1,M
T105017-4,T105017-4-0014,283,g,17,Dose group 1,M
T105017-4,T105017-4-0014,310,g,28,Dose group 1,M
T105017-4,T105017-4-0014,218,g,4,Dose group 1,M
T105017-4,T105017-4-0014,269,g,13,Dose group 1,M
T105017-4,T105017-4-0014,288,g,22,Dose group 1,M
T105017-4,T105017-4-0014,319,g,29,Dose group 1,M
T105017-4,T105017-4-0014,188,g,-6,Dose group 1,M
T105017-4,T105017-4-0014,249,g,9,Dose group 1,M
T105017-4,T105017-4-0014,288,g,18,Dose group 1,M
T105017-4,T105017-4-0014,296,g,23,Dose group 1,M
T105017-4,T105017-4-0014,224,g,5,Dose group 1,M
T105017-4,T105017-4-0014,273,g,14,Dose group 1,M
T105017-4,T105017-4-0014,300,g,24,Dose group 1,M
T105017-4,T105017-4-0014,204,g,1,Dose group 1,M
T105017-4,T105017-4-0014,255,g,10,Dose group 1,M
T105017-4,T105017-4-0014,295,g,19,Dose group 1,M
T105017-4,T105017-4-0014,303,g,25,Dose group 1,M
T105017-4,T105017-4-0014,234,g,6,Dose group 1,M
T105017-4,T105017-4-0014,280,g,15,Dose group 1,M
T105017-4,T105017-4-0014,208,g,2,Dose group 1,M
T105017-4,T105017-4-0014,262,g,11,Dose group 1,M
T105017-4,T105017-4-0014,295,g,20,Dose group 1,M
T105017-4,T105017-4-0014,308,g,26,Dose group 1,M
T105017-4,T105017-4-0014,238,g,7,Dose group 1,M
T105017-4,T105017-4-0014,280,g,16,Dose group 1,M
T105017-4,T105017-4-0046,213,g,7,Dose group 3,M
T105017-4,T105017-4-0046,248,g,16,Dose group 3,M
T105017-4,T105017-4-0046,261,g,20,Dose group 3,M
T105017-4,T105017-4-0046,274,g,27,Dose group 3,M
T105017-4,T105017-4-0046,194,g,3,Dose group 3,M
T105017-4,T105017-4-0046,233,g,12,Dose group 3,M
T105017-4,T105017-4-0046,263,g,21,Dose group 3,M
T105017-4,T105017-4-0046,270,g,28,Dose group 3,M
T105017-4,T105017-4-0046,217,g,8,Dose group 3,M
T105017-4,T105017-4-0046,252,g,17,Dose group 3,M
T105017-4,T105017-4-0046,195,g,4,Dose group 3,M
T105017-4,T105017-4-0046,257,g,22,Dose group 3,M
T105017-4,T105017-4-0046,282,g,29,Dose group 3,M
T105017-4,T105017-4-0046,153,g,-6,Dose group 3,M
T105017-4,T105017-4-0046,237,g,13,Dose group 3,M
T105017-4,T105017-4-0046,260,g,23,Dose group 3,M
T105017-4,T105017-4-0046,218,g,9,Dose group 3,M
T105017-4,T105017-4-0046,255,g,18,Dose group 3,M
T105017-4,T105017-4-0046,201,g,5,Dose group 3,M
T105017-4,T105017-4-0046,240,g,14,Dose group 3,M
T105017-4,T105017-4-0046,266,g,24,Dose group 3,M
T105017-4,T105017-4-0046,188,g,1,Dose group 3,M
T105017-4,T105017-4-0046,224,g,10,Dose group 3,M
T105017-4,T105017-4-0046,261,g,19,Dose group 3,M
T105017-4,T105017-4-0046,268,g,25,Dose group 3,M
T105017-4,T105017-4-0046,187,g,2,Dose group 3,M
T105017-4,T105017-4-0046,207,g,6,Dose group 3,M
T105017-4,T105017-4-0046,249,g,15,Dose group 3,M
T105017-4,T105017-4-0046,268,g,26,Dose group 3,M
T105017-4,T105017-4-0046,227,g,11,Dose group 3,M
T105017-4,T105017-4-0099,169,g,7,Dose group 2,F
T105017-4,T105017-4-0099,198,g,16,Dose group 2,F
T105017-4,T105017-4-0099,202,g,20,Dose group 2,F
T105017-4,T105017-4-0099,164,g,3,Dose group 2,F
T105017-4,T105017-4-0099,199,g,27,Dose group 2,F
T105017-4,T105017-4-0099,187,g,12,Dose group 2,F
T105017-4,T105017-4-0099,201,g,21,Dose group 2,F
T105017-4,T105017-4-0099,183,g,8,Dose group 2,F
T105017-4,T105017-4-0099,209,g,28,Dose group 2,F
T105017-4,T105017-4-0099,194,g,17,Dose group 2,F
T105017-4,T105017-4-0099,172,g,4,Dose group 2,F
T105017-4,T105017-4-0099,207,g,22,Dose group 2,F
T105017-4,T105017-4-0099,190,g,13,Dose group 2,F
T105017-4,T105017-4-0099,213,g,29,Dose group 2,F
T105017-4,T105017-4-0099,185,g,9,Dose group 2,F
T105017-4,T105017-4-0099,200,g,18,Dose group 2,F
T105017-4,T105017-4-0099,191,g,23,Dose group 2,F
T105017-4,T105017-4-0099,214,g,30,Dose group 2,F
T105017-4,T105017-4-0099,155,g,-6,Dose group 2,F
T105017-4,T105017-4-0099,176,g,5,Dose group 2,F
T105017-4,T105017-4-0099,190,g,14,Dose group 2,F
T105017-4,T105017-4-0099,205,g,24,Dose group 2,F
T105017-4,T105017-4-0099,174,g,1,Dose group 2,F
T105017-4,T105017-4-0099,185,g,10,Dose group 2,F
T105017-4,T105017-4-0099,187,g,19,Dose group 2,F
T105017-4,T105017-4-0099,209,g,25,Dose group 2,F
T105017-4,T105017-4-0099,173,g,2,Dose group 2,F
T105017-4,T105017-4-0099,181,g,6,Dose group 2,F
T105017-4,T105017-4-0099,183,g,15,Dose group 2,F
T105017-4,T105017-4-0099,174,g,11,Dose group 2,F
T105017-4,T105017-4-0099,208,g,26,Dose group 2,F
T105017-4,T105017-4-0006,282,g,12,Control,M
T105017-4,T105017-4-0006,312,g,27,Control,M
T105017-4,T105017-4-0006,262,g,8,Control,M
T105017-4,T105017-4-0006,302,g,21,Control,M
T105017-4,T105017-4-0006,292,g,17,Control,M
T105017-4,T105017-4-0006,308,g,28,Control,M
T105017-4,T105017-4-0006,238,g,4,Control,M
T105017-4,T105017-4-0006,283,g,13,Control,M
T105017-4,T105017-4-0006,300,g,22,Control,M
T105017-4,T105017-4-0006,315,g,29,Control,M
T105017-4,T105017-4-0006,265,g,9,Control,M
T105017-4,T105017-4-0006,299,g,18,Control,M
T105017-4,T105017-4-0006,304,g,23,Control,M
T105017-4,T105017-4-0006,183,g,-6,Control,M
T105017-4,T105017-4-0006,248,g,5,Control,M
T105017-4,T105017-4-0006,286,g,14,Control,M
T105017-4,T105017-4-0006,306,g,24,Control,M
T105017-4,T105017-4-0006,225,g,1,Control,M
T105017-4,T105017-4-0006,273,g,10,Control,M
T105017-4,T105017-4-0006,301,g,19,Control,M
T105017-4,T105017-4-0006,253,g,6,Control,M
T105017-4,T105017-4-0006,288,g,15,Control,M
T105017-4,T105017-4-0006,311,g,25,Control,M
T105017-4,T105017-4-0006,232,g,2,Control,M
T105017-4,T105017-4-0006,276,g,11,Control,M
T105017-4,T105017-4-0006,308,g,26,Control,M
T105017-4,T105017-4-0006,300,g,20,Control,M
T105017-4,T105017-4-0006,255,g,7,Control,M
T105017-4,T105017-4-0006,291,g,16,Control,M
T105017-4,T105017-4-0006,235,g,3,Control,M
T105017-4,T105017-4-0010,270,g,12,Control,M
T105017-4,T105017-4-0010,317,g,27,Control,M
T105017-4,T105017-4-0010,250,g,8,Control,M
T105017-4,T105017-4-0010,305,g,21,Control,M
T105017-4,T105017-4-0010,290,g,17,Control,M
T105017-4,T105017-4-0010,318,g,28,Control,M
T105017-4,T105017-4-0010,229,g,4,Control,M
T105017-4,T105017-4-0010,270,g,13,Control,M
T105017-4,T105017-4-0010,290,g,22,Control,M
T105017-4,T105017-4-0010,253,g,9,Control,M
T105017-4,T105017-4-0010,294,g,18,Control,M
T105017-4,T105017-4-0010,325,g,29,Control,M
T105017-4,T105017-4-0010,175,g,-6,Control,M
T105017-4,T105017-4-0010,306,g,23,Control,M
T105017-4,T105017-4-0010,235,g,5,Control,M
T105017-4,T105017-4-0010,278,g,14,Control,M
T105017-4,T105017-4-0010,310,g,24,Control,M
T105017-4,T105017-4-0010,216,g,1,Control,M
T105017-4,T105017-4-0010,260,g,10,Control,M
T105017-4,T105017-4-0010,299,g,19,Control,M
T105017-4,T105017-4-0010,241,g,6,Control,M
T105017-4,T105017-4-0010,309,g,25,Control,M
T105017-4,T105017-4-0010,285,g,15,Control,M
T105017-4,T105017-4-0010,220,g,2,Control,M
T105017-4,T105017-4-0010,265,g,11,Control,M
T105017-4,T105017-4-0010,315,g,26,Control,M
T105017-4,T105017-4-0010,302,g,20,Control,M
T105017-4,T105017-4-0010,246,g,7,Control,M
T105017-4,T105017-4-0010,284,g,16,Control,M
T105017-4,T105017-4-0010,227,g,3,Control,M
T105017-4,T105017-4-0018,304,g,27,Dose group 1,M
T105017-4,T105017-4-0018,267,g,12,Dose group 1,M
T105017-4,T105017-4-0018,294,g,21,Dose group 1,M
T105017-4,T105017-4-0018,229,g,3,Dose group 1,M
T105017-4,T105017-4-0018,252,g,8,Dose group 1,M
T105017-4,T105017-4-0018,284,g,17,Dose group 1,M
T105017-4,T105017-4-0018,307,g,28,Dose group 1,M
T105017-4,T105017-4-0018,230,g,4,Dose group 1,M
T105017-4,T105017-4-0018,270,g,13,Dose group 1,M
T105017-4,T105017-4-0018,287,g,22,Dose group 1,M
T105017-4,T105017-4-0018,314,g,29,Dose group 1,M
T105017-4,T105017-4-0018,179,g,-6,Dose group 1,M
T105017-4,T105017-4-0018,256,g,9,Dose group 1,M
T105017-4,T105017-4-0018,286,g,18,Dose group 1,M
T105017-4,T105017-4-0018,296,g,23,Dose group 1,M
T105017-4,T105017-4-0018,240,g,5,Dose group 1,M
T105017-4,T105017-4-0018,274,g,14,Dose group 1,M
T105017-4,T105017-4-0018,216,g,1,Dose group 1,M
T105017-4,T105017-4-0018,261,g,10,Dose group 1,M
T105017-4,T105017-4-0018,296,g,24,Dose group 1,M
T105017-4,T105017-4-0018,293,g,19,Dose group 1,M
T105017-4,T105017-4-0018,247,g,6,Dose group 1,M
T105017-4,T105017-4-0018,297,g,25,Dose group 1,M
T105017-4,T105017-4-0018,221,g,2,Dose group 1,M
T105017-4,T105017-4-0018,276,g,15,Dose group 1,M
T105017-4,T105017-4-0018,265,g,11,Dose group 1,M
T105017-4,T105017-4-0018,293,g,20,Dose group 1,M
T105017-4,T105017-4-0018,301,g,26,Dose group 1,M
T105017-4,T105017-4-0018,248,g,7,Dose group 1,M
T105017-4,T105017-4-0018,279,g,16,Dose group 1,M
T105017-4,T105017-4-0064,203,g,12,Control,F
T105017-4,T105017-4-0064,212,g,27,Control,F
T105017-4,T105017-4-0064,210,g,21,Control,F
T105017-4,T105017-4-0064,189,g,3,Control,F
T105017-4,T105017-4-0064,199,g,8,Control,F
T105017-4,T105017-4-0064,209,g,17,Control,F
T105017-4,T105017-4-0064,212,g,28,Control,F
T105017-4,T105017-4-0064,189,g,4,Control,F
T105017-4,T105017-4-0064,203,g,22,Control,F
T105017-4,T105017-4-0064,199,g,13,Control,F
T105017-4,T105017-4-0064,199,g,9,Control,F
T105017-4,T105017-4-0064,204,g,18,Control,F
T105017-4,T105017-4-0064,214,g,29,Control,F
T105017-4,T105017-4-0064,204,g,23,Control,F
T105017-4,T105017-4-0064,170,g,-6,Control,F
T105017-4,T105017-4-0064,193,g,5,Control,F
T105017-4,T105017-4-0064,199,g,14,Control,F
T105017-4,T105017-4-0064,208,g,24,Control,F
T105017-4,T105017-4-0064,188,g,1,Control,F
T105017-4,T105017-4-0064,192,g,10,Control,F
T105017-4,T105017-4-0064,206,g,19,Control,F
T105017-4,T105017-4-0064,209,g,25,Control,F
T105017-4,T105017-4-0064,184,g,6,Control,F
T105017-4,T105017-4-0064,207,g,15,Control,F
T105017-4,T105017-4-0064,181,g,2,Control,F
T105017-4,T105017-4-0064,204,g,11,Control,F
T105017-4,T105017-4-0064,207,g,26,Control,F
T105017-4,T105017-4-0064,201,g,20,Control,F
T105017-4,T105017-4-0064,196,g,7,Control,F
T105017-4,T105017-4-0064,203,g,16,Control,F
T105017-4,T105017-4-0065,207,g,12,Control,F
T105017-4,T105017-4-0065,220,g,27,Control,F
T105017-4,T105017-4-0065,222,g,21,Control,F
T105017-4,T105017-4-0065,184,g,3,Control,F
T105017-4,T105017-4-0065,197,g,8,Control,F
T105017-4,T105017-4-0065,215,g,17,Control,F
T105017-4,T105017-4-0065,224,g,28,Control,F
T105017-4,T105017-4-0065,191,g,4,Control,F
T105017-4,T105017-4-0065,222,g,22,Control,F
T105017-4,T105017-4-0065,209,g,13,Control,F
T105017-4,T105017-4-0065,204,g,9,Control,F
T105017-4,T105017-4-0065,219,g,18,Control,F
T105017-4,T105017-4-0065,229,g,29,Control,F
T105017-4,T105017-4-0065,161,g,-6,Control,F
T105017-4,T105017-4-0065,207,g,23,Control,F
T105017-4,T105017-4-0065,225,g,30,Control,F
T105017-4,T105017-4-0065,194,g,5,Control,F
T105017-4,T105017-4-0065,212,g,14,Control,F
T105017-4,T105017-4-0065,222,g,24,Control,F
T105017-4,T105017-4-0065,188,g,1,Control,F
T105017-4,T105017-4-0065,206,g,10,Control,F
T105017-4,T105017-4-0065,211,g,19,Control,F
T105017-4,T105017-4-0065,221,g,25,Control,F
T105017-4,T105017-4-0065,199,g,6,Control,F
T105017-4,T105017-4-0065,202,g,15,Control,F
T105017-4,T105017-4-0065,192,g,2,Control,F
T105017-4,T105017-4-0065,199,g,11,Control,F
T105017-4,T105017-4-0065,225,g,26,Control,F
T105017-4,T105017-4-0065,219,g,20,Control,F
T105017-4,T105017-4-0065,187,g,7,Control,F
T105017-4,T105017-4-0065,214,g,16,Control,F
T105017-4,T105017-4-0037,210,g,3,Dose group 2,M
T105017-4,T105017-4-0037,229,g,7,Dose group 2,M
T105017-4,T105017-4-0037,253,g,16,Dose group 2,M
T105017-4,T105017-4-0037,262,g,20,Dose group 2,M
T105017-4,T105017-4-0037,246,g,12,Dose group 2,M
T105017-4,T105017-4-0037,267,g,27,Dose group 2,M
T105017-4,T105017-4-0037,259,g,21,Dose group 2,M
T105017-4,T105017-4-0037,231,g,8,Dose group 2,M
T105017-4,T105017-4-0037,270,g,28,Dose group 2,M
T105017-4,T105017-4-0037,255,g,17,Dose group 2,M
T105017-4,T105017-4-0037,256,g,22,Dose group 2,M
T105017-4,T105017-4-0037,167,g,-6,Dose group 2,M
T105017-4,T105017-4-0037,214,g,4,Dose group 2,M
T105017-4,T105017-4-0037,246,g,13,Dose group 2,M
T105017-4,T105017-4-0037,273,g,29,Dose group 2,M
T105017-4,T105017-4-0037,236,g,9,Dose group 2,M
T105017-4,T105017-4-0037,261,g,18,Dose group 2,M
T105017-4,T105017-4-0037,262,g,23,Dose group 2,M
T105017-4,T105017-4-0037,217,g,5,Dose group 2,M
T105017-4,T105017-4-0037,252,g,14,Dose group 2,M
T105017-4,T105017-4-0037,266,g,24,Dose group 2,M
T105017-4,T105017-4-0037,238,g,10,Dose group 2,M
T105017-4,T105017-4-0037,261,g,19,Dose group 2,M
T105017-4,T105017-4-0037,200,g,1,Dose group 2,M
T105017-4,T105017-4-0037,261,g,25,Dose group 2,M
T105017-4,T105017-4-0037,225,g,6,Dose group 2,M
T105017-4,T105017-4-0037,253,g,15,Dose group 2,M
T105017-4,T105017-4-0037,204,g,2,Dose group 2,M
T105017-4,T105017-4-0037,268,g,26,Dose group 2,M
T105017-4,T105017-4-0037,243,g,11,Dose group 2,M
T105017-4,T105017-4-0062,207,g,12,Control,F
T105017-4,T105017-4-0062,226,g,27,Control,F
T105017-4,T105017-4-0062,198,g,8,Control,F
T105017-4,T105017-4-0062,224,g,21,Control,F
T105017-4,T105017-4-0062,184,g,3,Control,F
T105017-4,T105017-4-0062,216,g,17,Control,F
T105017-4,T105017-4-0062,229,g,28,Control,F
T105017-4,T105017-4-0062,191,g,4,Control,F
T105017-4,T105017-4-0062,223,g,22,Control,F
T105017-4,T105017-4-0062,209,g,13,Control,F
T105017-4,T105017-4-0062,205,g,9,Control,F
T105017-4,T105017-4-0062,221,g,18,Control,F
T105017-4,T105017-4-0062,235,g,29,Control,F
T105017-4,T105017-4-0062,163,g,-6,Control,F
T105017-4,T105017-4-0062,210,g,23,Control,F
T105017-4,T105017-4-0062,194,g,5,Control,F
T105017-4,T105017-4-0062,213,g,14,Control,F
T105017-4,T105017-4-0062,222,g,24,Control,F
T105017-4,T105017-4-0062,188,g,1,Control,F
T105017-4,T105017-4-0062,206,g,10,Control,F
T105017-4,T105017-4-0062,213,g,19,Control,F
T105017-4,T105017-4-0062,200,g,6,Control,F
T105017-4,T105017-4-0062,227,g,25,Control,F
T105017-4,T105017-4-0062,205,g,15,Control,F
T105017-4,T105017-4-0062,188,g,2,Control,F
T105017-4,T105017-4-0062,198,g,11,Control,F
T105017-4,T105017-4-0062,224,g,26,Control,F
T105017-4,T105017-4-0062,217,g,20,Control,F
T105017-4,T105017-4-0062,192,g,7,Control,F
T105017-4,T105017-4-0062,211,g,16,Control,F
T105017-4,T105017-4-0092,196,g,7,Dose group 2,F
T105017-4,T105017-4-0092,222,g,16,Dose group 2,F
T105017-4,T105017-4-0092,230,g,20,Dose group 2,F
T105017-4,T105017-4-0092,235,g,27,Dose group 2,F
T105017-4,T105017-4-0092,190,g,3,Dose group 2,F
T105017-4,T105017-4-0092,216,g,12,Dose group 2,F
T105017-4,T105017-4-0092,236,g,21,Dose group 2,F
T105017-4,T105017-4-0092,206,g,8,Dose group 2,F
T105017-4,T105017-4-0092,239,g,28,Dose group 2,F
T105017-4,T105017-4-0092,223,g,17,Dose group 2,F
T105017-4,T105017-4-0092,232,g,22,Dose group 2,F
T105017-4,T105017-4-0092,197,g,4,Dose group 2,F
T105017-4,T105017-4-0092,219,g,13,Dose group 2,F
T105017-4,T105017-4-0092,247,g,29,Dose group 2,F
T105017-4,T105017-4-0092,204,g,9,Dose group 2,F
T105017-4,T105017-4-0092,226,g,18,Dose group 2,F
T105017-4,T105017-4-0092,219,g,23,Dose group 2,F
T105017-4,T105017-4-0092,170,g,-6,Dose group 2,F
T105017-4,T105017-4-0092,198,g,5,Dose group 2,F
T105017-4,T105017-4-0092,219,g,14,Dose group 2,F
T105017-4,T105017-4-0092,231,g,24,Dose group 2,F
T105017-4,T105017-4-0092,192,g,1,Dose group 2,F
T105017-4,T105017-4-0092,211,g,10,Dose group 2,F
T105017-4,T105017-4-0092,225,g,19,Dose group 2,F
T105017-4,T105017-4-0092,233,g,25,Dose group 2,F
T105017-4,T105017-4-0092,201,g,6,Dose group 2,F
T105017-4,T105017-4-0092,219,g,15,Dose group 2,F
T105017-4,T105017-4-0092,193,g,2,Dose group 2,F
T105017-4,T105017-4-0092,206,g,11,Dose group 2,F
T105017-4,T105017-4-0092,236,g,26,Dose group 2,F
T105017-4,T105017-4-0004,268,g,12,Control,M
T105017-4,T105017-4-0004,255,g,8,Control,M
T105017-4,T105017-4-0004,304,g,21,Control,M
T105017-4,T105017-4-0004,223,g,3,Control,M
T105017-4,T105017-4-0004,295,g,17,Control,M
T105017-4,T105017-4-0004,321,g,28,Control,M
T105017-4,T105017-4-0004,231,g,4,Control,M
T105017-4,T105017-4-0004,269,g,13,Control,M
T105017-4,T105017-4-0004,299,g,22,Control,M
T105017-4,T105017-4-0004,257,g,9,Control,M
T105017-4,T105017-4-0004,298,g,18,Control,M
T105017-4,T105017-4-0004,304,g,23,Control,M
T105017-4,T105017-4-0004,171,g,-6,Control,M
T105017-4,T105017-4-0004,323,g,29,Control,M
T105017-4,T105017-4-0004,235,g,5,Control,M
T105017-4,T105017-4-0004,280,g,14,Control,M
T105017-4,T105017-4-0004,212,g,1,Control,M
T105017-4,T105017-4-0004,259,g,10,Control,M
T105017-4,T105017-4-0004,310,g,24,Control,M
T105017-4,T105017-4-0004,301,g,19,Control,M
T105017-4,T105017-4-0004,242,g,6,Control,M
T105017-4,T105017-4-0004,287,g,15,Control,M
T105017-4,T105017-4-0004,311,g,25,Control,M
T105017-4,T105017-4-0004,220,g,2,Control,M
T105017-4,T105017-4-0004,268,g,11,Control,M
T105017-4,T105017-4-0004,304,g,20,Control,M
T105017-4,T105017-4-0004,313,g,26,Control,M
T105017-4,T105017-4-0004,251,g,7,Control,M
T105017-4,T105017-4-0004,287,g,16,Control,M
T105017-4,T105017-4-0004,322,g,27,Control,M
T105017-4,T105017-4-0016,314,g,27,Dose group 1,M
T105017-4,T105017-4-0016,278,g,12,Dose group 1,M
T105017-4,T105017-4-0016,307,g,21,Dose group 1,M
T105017-4,T105017-4-0016,240,g,3,Dose group 1,M
T105017-4,T105017-4-0016,261,g,8,Dose group 1,M
T105017-4,T105017-4-0016,295,g,17,Dose group 1,M
T105017-4,T105017-4-0016,312,g,28,Dose group 1,M
T105017-4,T105017-4-0016,241,g,4,Dose group 1,M
T105017-4,T105017-4-0016,281,g,13,Dose group 1,M
T105017-4,T105017-4-0016,299,g,22,Dose group 1,M
T105017-4,T105017-4-0016,323,g,29,Dose group 1,M
T105017-4,T105017-4-0016,164,g,-6,Dose group 1,M
T105017-4,T105017-4-0016,272,g,9,Dose group 1,M
T105017-4,T105017-4-0016,301,g,18,Dose group 1,M
T105017-4,T105017-4-0016,305,g,23,Dose group 1,M
T105017-4,T105017-4-0016,249,g,5,Dose group 1,M
T105017-4,T105017-4-0016,286,g,14,Dose group 1,M
T105017-4,T105017-4-0016,304,g,24,Dose group 1,M
T105017-4,T105017-4-0016,228,g,1,Dose group 1,M
T105017-4,T105017-4-0016,271,g,10,Dose group 1,M
T105017-4,T105017-4-0016,302,g,19,Dose group 1,M
